Country	date	total	cum	increment	double1	double2	double3	double7
Ecuador	2020-04-01	508	2748	15	1638400	9050.96679918782	1600	220.817902734762
Indonesia	2020-04-07	247	2738	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Romania	2020-04-02	278	2738	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Chile	2020-03-31	289	2738	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Luxembourg	2020-04-04	117	2729	21	104857600	72407.7343935026	6400	399.999999999999
United States	2020-03-14	548	2727	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Switzerland	2020-03-17	500	2700	14	819200	6400.00000000001	1269.92084157456	200
Israel	2020-03-26	324	2693	18	13107200	25600	3200	297.198857827389
United Kingdom	2020-03-19	63	2689	16	3276800	12800	2015.8736798318	243.802730840895
Pakistan	2020-04-03	265	2686	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Philippines	2020-04-02	322	2633	21	104857600	72407.7343935026	6400	399.999999999999
Czech Republic	2020-03-28	352	2631	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Malaysia	2020-03-30	156	2626	26	3355443200	409600.000000001	20318.733465193	656.268284806109
United Kingdom	2020-03-18	676	2626	15	1638400	9050.96679918782	1600	220.817902734762
Norway	2020-03-23	236	2621	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Japan	2020-04-03	122	2617	47	7036874417766400	593164160.151574	2600797.8835447	5250.14627844886
Ireland	2020-03-29	200	2615	16	3276800	12800	2015.8736798318	243.802730840895
Luxembourg	2020-04-03	125	2612	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Saudi Arabia	2020-04-06	203	2605	24	838860800	204800	12800	538.360077052941
Denmark	2020-03-30	182	2577	21	104857600	72407.7343935026	6400	399.999999999999
India	2020-04-03	24	2567	24	838860800	204800	12800	538.360077052941
Peru	2020-04-06	280	2561	21	104857600	72407.7343935026	6400	399.999999999999
Poland	2020-04-01	243	2554	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Brazil	2020-03-25	307	2554	13	409600	4525.48339959391	1007.9368399159	181.144732852781
India	2020-04-02	545	2543	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Sweden	2020-03-25	240	2526	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Italy	2020-03-03	466	2502	10	51200	1600	503.968419957949	134.590019263236
Japan	2020-04-02	317	2495	46	3518437208883200	419430400.000001	2064254.64814776	4755.18172523822
Indonesia	2020-04-06	218	2491	24	838860800	204800	12800	538.360077052941
Luxembourg	2020-04-02	168	2487	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Malaysia	2020-03-29	150	2470	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Romania	2020-04-01	215	2460	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Netherlands	2020-03-19	409	2460	14	819200	6400.00000000001	1269.92084157456	200
Chile	2020-03-30	310	2449	16	3276800	12800	2015.8736798318	243.802730840895
Serbia	2020-04-07	247	2447	22	209715200	102400	8063.49471932719	441.635805469524
Mexico	2020-04-07	296	2439	22	209715200	102400	8063.49471932719	441.635805469524
Turkey	2020-03-25	561	2433	7	6400	565.685424949238	251.984209978975	99.9999999999999
Pakistan	2020-04-02	303	2421	18	13107200	25600	3200	297.198857827389
Ireland	2020-03-28	294	2415	15	1638400	9050.96679918782	1600	220.817902734762
Saudi Arabia	2020-04-05	223	2402	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Denmark	2020-03-29	194	2395	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Austria	2020-03-20	375	2388	14	819200	6400.00000000001	1269.92084157456	200
Norway	2020-03-22	267	2385	18	13107200	25600	3200	297.198857827389
Israel	2020-03-25	1131	2369	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Australia	2020-03-25	320	2364	21	104857600	72407.7343935026	6400	399.999999999999
Portugal	2020-03-24	302	2362	13	409600	4525.48339959391	1007.9368399159	181.144732852781
United Arab Emirates	2020-04-07	283	2359	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Russia	2020-03-31	501	2337	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Korea	2020-02-28	571	2337	8	12800	800	317.48021039364	110.408951367381
Iran	2020-03-03	835	2336	8	12800	800	317.48021039364	110.408951367381
Malaysia	2020-03-28	159	2320	24	838860800	204800	12800	538.360077052941
Luxembourg	2020-04-01	141	2319	18	13107200	25600	3200	297.198857827389
Philippines	2020-04-01	227	2311	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Poland	2020-03-31	256	2311	18	13107200	25600	3200	297.198857827389
Finland	2020-04-07	132	2308	27	6710886400	579261.875148021	25600	724.578931411124
Sweden	2020-03-24	240	2286	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Peru	2020-04-05	535	2281	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
France	2020-03-12	0	2281	13	409600	4525.48339959391	1007.9368399159	181.144732852781
France	2020-03-11	497	2281	12	204800	3200	800	164.067071201527
Czech Republic	2020-03-27	354	2279	16	3276800	12800	2015.8736798318	243.802730840895
Spain	2020-03-12	0	2277	11	102400	2262.74169979695	634.96042078728	148.599428913695
Spain	2020-03-11	582	2277	10	51200	1600	503.968419957949	134.590019263236
Indonesia	2020-04-05	181	2273	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Thailand	2020-04-07	38	2258	31	107374182400	2317047.50059208	64507.9577546175	1076.72015410588
Belgium	2020-03-20	462	2257	15	1638400	9050.96679918782	1600	220.817902734762
Brazil	2020-03-24	323	2247	12	204800	3200	800	164.067071201527
Romania	2020-03-31	136	2245	18	13107200	25600	3200	297.198857827389
Ecuador	2020-03-31	278	2240	14	819200	6400.00000000001	1269.92084157456	200
Thailand	2020-04-06	51	2220	30	53687091200	1638400	51200	975.210923363578
Denmark	2020-03-28	155	2201	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Serbia	2020-04-06	292	2200	21	104857600	72407.7343935026	6400	399.999999999999
Switzerland	2020-03-16	0	2200	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Switzerland	2020-03-15	841	2200	12	204800	3200	800	164.067071201527
Saudi Arabia	2020-04-04	140	2179	22	209715200	102400	8063.49471932719	441.635805469524
United States	2020-03-13	516	2179	18	13107200	25600	3200	297.198857827389
Japan	2020-04-01	225	2178	45	1759218604441600	296582080.075787	1638400	4306.88061642352
Luxembourg	2020-03-31	190	2178	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Finland	2020-04-06	249	2176	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Thailand	2020-04-05	102	2169	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Malaysia	2020-03-27	130	2161	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Mexico	2020-04-06	253	2143	21	104857600	72407.7343935026	6400	399.999999999999
Chile	2020-03-29	230	2139	15	1638400	9050.96679918782	1600	220.817902734762
Ireland	2020-03-27	302	2121	14	819200	6400.00000000001	1269.92084157456	200
Norway	2020-03-21	204	2118	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Pakistan	2020-04-01	180	2118	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Romania	2020-03-30	294	2109	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Panama	2020-04-07	112	2100	22	209715200	102400	8063.49471932719	441.635805469524
Indonesia	2020-04-04	106	2092	22	209715200	102400	8063.49471932719	441.635805469524
Canada	2020-03-23	619	2088	16	3276800	12800	2015.8736798318	243.802730840895
Philippines	2020-03-31	538	2084	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Germany	2020-03-12	170	2078	12	204800	3200	800	164.067071201527
United Arab Emirates	2020-04-06	277	2076	27	6710886400	579261.875148021	25600	724.578931411124
China	2020-01-26	669	2075	4	800	200	125.992104989487	74.2997144568474
Thailand	2020-04-04	89	2067	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Portugal	2020-03-23	460	2060	12	204800	3200	800	164.067071201527
Qatar	2020-04-07	225	2057	27	6710886400	579261.875148021	25600	724.578931411124
Poland	2020-03-30	193	2055	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Netherlands	2020-03-18	346	2051	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Denmark	2020-03-27	169	2046	18	13107200	25600	3200	297.198857827389
Sweden	2020-03-23	112	2046	18	13107200	25600	3200	297.198857827389
Australia	2020-03-24	362	2044	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Saudi Arabia	2020-04-03	154	2039	21	104857600	72407.7343935026	6400	399.999999999999
Italy	2020-03-02	342	2036	9	25600	1131.37084989848	400	121.901365420447
Malaysia	2020-03-26	235	2031	22	209715200	102400	8063.49471932719	441.635805469524
Austria	2020-03-19	367	2013	13	409600	4525.48339959391	1007.9368399159	181.144732852781
India	2020-04-01	601	1998	22	209715200	102400	8063.49471932719	441.635805469524
Panama	2020-04-06	187	1988	21	104857600	72407.7343935026	6400	399.999999999999
Luxembourg	2020-03-30	38	1988	16	3276800	12800	2015.8736798318	243.802730840895
Indonesia	2020-04-03	196	1986	21	104857600	72407.7343935026	6400	399.999999999999
Thailand	2020-04-03	103	1978	27	6710886400	579261.875148021	25600	724.578931411124
Ecuador	2020-03-30	38	1962	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Dominican Republic	2020-04-07	128	1956	18	13107200	25600	3200	297.198857827389
Japan	2020-03-31	87	1953	44	879609302220800	209715200.000001	1300398.94177235	3900.84369345431
Luxembourg	2020-03-29	119	1950	15	1638400	9050.96679918782	1600	220.817902734762
United Kingdom	2020-03-17	407	1950	14	819200	6400.00000000001	1269.92084157456	200
Pakistan	2020-03-31	221	1938	16	3276800	12800	2015.8736798318	243.802730840895
Sweden	2020-03-22	171	1934	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Finland	2020-04-05	45	1927	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Czech Republic	2020-03-26	271	1925	15	1638400	9050.96679918782	1600	220.817902734762
Ecuador	2020-03-29	101	1924	12	204800	3200	800	164.067071201527
Brazil	2020-03-23	378	1924	11	102400	2262.74169979695	634.96042078728	148.599428913695
Norway	2020-03-20	168	1914	16	3276800	12800	2015.8736798318	243.802730840895
Chile	2020-03-28	299	1909	14	819200	6400.00000000001	1269.92084157456	200
Serbia	2020-04-05	284	1908	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Germany	2020-03-11	451	1908	11	102400	2262.74169979695	634.96042078728	148.599428913695
Mexico	2020-04-05	202	1890	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Saudi Arabia	2020-04-02	165	1885	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Finland	2020-04-04	267	1882	24	838860800	204800	12800	538.360077052941
Denmark	2020-03-26	153	1877	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Thailand	2020-04-02	104	1875	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Turkey	2020-03-24	343	1872	6	3200	400	200	90.5723664263906
Japan	2020-03-30	0	1866	43	439804651110400	148291040.037893	1032127.32407388	3533.08644375619
Japan	2020-03-29	173	1866	42	219902325555200	104857600	819200.000000001	3199.99999999999
Poland	2020-03-29	224	1862	16	3276800	12800	2015.8736798318	243.802730840895
Russia	2020-03-30	302	1836	16	3276800	12800	2015.8736798318	243.802730840895
Greece	2020-04-07	77	1832	30	53687091200	1638400	51200	975.210923363578
Qatar	2020-04-06	228	1832	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Luxembourg	2020-03-28	226	1831	14	819200	6400.00000000001	1269.92084157456	200
Dominican Republic	2020-04-06	83	1828	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Ecuador	2020-03-28	228	1823	11	102400	2262.74169979695	634.96042078728	148.599428913695
Ireland	2020-03-26	255	1819	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Romania	2020-03-29	363	1815	16	3276800	12800	2015.8736798318	243.802730840895
Panama	2020-04-05	128	1801	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
United Arab Emirates	2020-04-05	294	1799	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Malaysia	2020-03-25	172	1796	21	104857600	72407.7343935026	6400	399.999999999999
Belgium	2020-03-19	309	1795	14	819200	6400.00000000001	1269.92084157456	200
Indonesia	2020-04-02	113	1790	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
France	2020-03-10	575	1784	11	102400	2262.74169979695	634.96042078728	148.599428913695
Colombia	2020-04-07	201	1780	22	209715200	102400	8063.49471932719	441.635805469524
Thailand	2020-04-01	120	1771	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Korea	2020-02-27	505	1766	7	6400	565.685424949238	251.984209978975	99.9999999999999
Sweden	2020-03-21	124	1763	16	3276800	12800	2015.8736798318	243.802730840895
Greece	2020-04-06	20	1755	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
South Africa	2020-04-07	63	1749	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Peru	2020-04-04	151	1746	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Norway	2020-03-19	196	1746	15	1638400	9050.96679918782	1600	220.817902734762
Dominican Republic	2020-04-05	257	1745	16	3276800	12800	2015.8736798318	243.802730840895
Greece	2020-04-05	62	1735	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Denmark	2020-03-25	133	1724	16	3276800	12800	2015.8736798318	243.802730840895
Saudi Arabia	2020-04-01	157	1720	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Pakistan	2020-03-30	120	1717	15	1638400	9050.96679918782	1600	220.817902734762
Netherlands	2020-03-17	292	1705	12	204800	3200	800	164.067071201527
Spain	2020-03-10	622	1695	9	25600	1131.37084989848	400	121.901365420447
Italy	2020-03-01	566	1694	8	12800	800	317.48021039364	110.408951367381
Japan	2020-03-28	225	1693	41	109951162777600	74145520.0189467	650199.470886175	2898.31572564449
Mexico	2020-04-04	178	1688	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
South Africa	2020-04-06	31	1686	22	209715200	102400	8063.49471932719	441.635805469524
Australia	2020-03-23	133	1682	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Indonesia	2020-04-01	149	1677	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Greece	2020-04-04	60	1673	27	6710886400	579261.875148021	25600	724.578931411124
Panama	2020-04-04	198	1673	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
United States	2020-03-12	382	1663	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
South Africa	2020-04-05	70	1655	21	104857600	72407.7343935026	6400	399.999999999999
Czech Republic	2020-03-25	260	1654	14	819200	6400.00000000001	1269.92084157456	200
Thailand	2020-03-31	127	1651	24	838860800	204800	12800	538.360077052941
Austria	2020-03-18	314	1646	12	204800	3200	800	164.067071201527
Sweden	2020-03-20	200	1639	15	1638400	9050.96679918782	1600	220.817902734762
Poland	2020-03-28	249	1638	15	1638400	9050.96679918782	1600	220.817902734762
Argentina	2020-04-07	74	1628	22	209715200	102400	8063.49471932719	441.635805469524
Malaysia	2020-03-24	106	1624	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Serbia	2020-04-04	148	1624	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Finland	2020-04-03	97	1615	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Greece	2020-04-03	69	1613	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Chile	2020-03-27	304	1610	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Luxembourg	2020-03-27	152	1605	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Qatar	2020-04-05	279	1604	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Portugal	2020-03-22	320	1600	11	102400	2262.74169979695	634.96042078728	148.599428913695
Pakistan	2020-03-29	102	1597	14	819200	6400.00000000001	1269.92084157456	200
Peru	2020-04-03	181	1595	18	13107200	25600	3200	297.198857827389
Ecuador	2020-03-27	192	1595	10	51200	1600	503.968419957949	134.590019263236
Denmark	2020-03-24	141	1591	15	1638400	9050.96679918782	1600	220.817902734762
Iceland	2020-04-07	24	1586	31	107374182400	2317047.50059208	64507.9577546175	1076.72015410588
South Africa	2020-04-04	80	1585	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Colombia	2020-04-06	94	1579	21	104857600	72407.7343935026	6400	399.999999999999
Ireland	2020-03-25	235	1564	12	204800	3200	800	164.067071201527
Saudi Arabia	2020-03-31	110	1563	18	13107200	25600	3200	297.198857827389
Iceland	2020-04-06	76	1562	30	53687091200	1638400	51200	975.210923363578
Argentina	2020-04-06	103	1554	21	104857600	72407.7343935026	6400	399.999999999999
Norway	2020-03-18	87	1550	14	819200	6400.00000000001	1269.92084157456	200
Australia	2020-03-22	478	1549	18	13107200	25600	3200	297.198857827389
Philippines	2020-03-30	128	1546	18	13107200	25600	3200	297.198857827389
Brazil	2020-03-22	525	1546	10	51200	1600	503.968419957949	134.590019263236
Greece	2020-04-02	129	1544	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
United Kingdom	2020-03-16	403	1543	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Russia	2020-03-29	270	1534	15	1638400	9050.96679918782	1600	220.817902734762
Turkey	2020-03-23	293	1529	5	1600	282.842712474619	158.74010519682	82.0335356007638
Indonesia	2020-03-31	114	1528	18	13107200	25600	3200	297.198857827389
Thailand	2020-03-30	136	1524	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Finland	2020-04-02	72	1518	22	209715200	102400	8063.49471932719	441.635805469524
Malaysia	2020-03-23	212	1518	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Mexico	2020-04-03	132	1510	18	13107200	25600	3200	297.198857827389
United Arab Emirates	2020-04-04	241	1505	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
South Africa	2020-04-03	43	1505	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Iran	2020-03-02	523	1501	7	6400	565.685424949238	251.984209978975	99.9999999999999
Pakistan	2020-03-28	122	1495	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Dominican Republic	2020-04-04	0	1488	15	1638400	9050.96679918782	1600	220.817902734762
Dominican Republic	2020-04-03	108	1488	14	819200	6400.00000000001	1269.92084157456	200
Iceland	2020-04-05	69	1486	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Belgium	2020-03-18	243	1486	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Colombia	2020-04-05	79	1485	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Singapore	2020-04-07	106	1481	55	1801439850948198400	9490626562.42519	16514037.1851821	11593.262902578
Serbia	2020-04-03	305	1476	18	13107200	25600	3200	297.198857827389
Panama	2020-04-03	158	1475	18	13107200	25600	3200	297.198857827389
Canada	2020-03-22	192	1469	15	1638400	9050.96679918782	1600	220.817902734762
Japan	2020-03-27	81	1468	40	54975581388800	52428800.0000001	516063.662036941	2625.07313922443
Algeria	2020-04-07	45	1468	22	209715200	102400	8063.49471932719	441.635805469524
Norway	2020-03-17	130	1463	13	409600	4525.48339959391	1007.9368399159	181.144732852781
South Africa	2020-04-02	82	1462	18	13107200	25600	3200	297.198857827389
Ukraine	2020-04-07	143	1462	16	3276800	12800	2015.8736798318	243.802730840895
Germany	2020-03-10	281	1457	10	51200	1600	503.968419957949	134.590019263236
Saudi Arabia	2020-03-30	154	1453	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Luxembourg	2020-03-26	120	1453	12	204800	3200	800	164.067071201527
Romania	2020-03-28	160	1452	15	1638400	9050.96679918782	1600	220.817902734762
Argentina	2020-04-05	0	1451	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Argentina	2020-04-04	186	1451	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Egypt	2020-04-07	128	1450	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Denmark	2020-03-23	55	1450	14	819200	6400.00000000001	1269.92084157456	200
Finland	2020-04-01	28	1446	21	104857600	72407.7343935026	6400	399.999999999999
Sweden	2020-03-19	160	1439	14	819200	6400.00000000001	1269.92084157456	200
Algeria	2020-04-06	103	1423	21	104857600	72407.7343935026	6400	399.999999999999
Finland	2020-03-31	66	1418	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Philippines	2020-03-29	343	1418	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Iceland	2020-04-04	53	1417	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Greece	2020-04-01	101	1415	24	838860800	204800	12800	538.360077052941
Indonesia	2020-03-30	129	1414	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Peru	2020-04-02	91	1414	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Netherlands	2020-03-16	278	1413	11	102400	2262.74169979695	634.96042078728	148.599428913695
Colombia	2020-04-04	139	1406	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
China	2020-01-25	486	1406	3	400	141.42135623731	100	67.2950096316178
Ecuador	2020-03-26	230	1403	9	25600	1131.37084989848	400	121.901365420447
India	2020-03-31	146	1397	21	104857600	72407.7343935026	6400	399.999999999999
Denmark	2020-03-22	69	1395	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Czech Republic	2020-03-24	158	1394	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Poland	2020-03-27	168	1389	14	819200	6400.00000000001	1269.92084157456	200
Thailand	2020-03-29	143	1388	22	209715200	102400	8063.49471932719	441.635805469524
Japan	2020-03-26	80	1387	39	27487790694400	37072760.0094734	409600	2377.59086261911
South Africa	2020-04-01	27	1380	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Dominican Republic	2020-04-02	96	1380	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Mexico	2020-04-02	163	1378	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Singapore	2020-04-06	66	1375	54	900719925474099200	6710886400.00003	13107200	10500.2925568977
Pakistan	2020-03-27	172	1373	12	204800	3200	800	164.067071201527
Iceland	2020-04-03	45	1364	27	6710886400	579261.875148021	25600	724.578931411124
Switzerland	2020-03-14	220	1359	11	102400	2262.74169979695	634.96042078728	148.599428913695
South Africa	2020-03-31	27	1353	16	3276800	12800	2015.8736798318	243.802730840895
Finland	2020-03-30	112	1352	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Norway	2020-03-16	112	1333	12	204800	3200	800	164.067071201527
Luxembourg	2020-03-25	234	1333	11	102400	2262.74169979695	634.96042078728	148.599428913695
Austria	2020-03-17	314	1332	11	102400	2262.74169979695	634.96042078728	148.599428913695
Ireland	2020-03-24	204	1329	11	102400	2262.74169979695	634.96042078728	148.599428913695
South Africa	2020-03-30	46	1326	15	1638400	9050.96679918782	1600	220.817902734762
Denmark	2020-03-21	71	1326	12	204800	3200	800	164.067071201527
Qatar	2020-04-04	250	1325	24	838860800	204800	12800	538.360077052941
Peru	2020-04-01	258	1323	16	3276800	12800	2015.8736798318	243.802730840895
Egypt	2020-04-06	149	1322	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Algeria	2020-04-05	69	1320	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Iceland	2020-04-02	99	1319	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Ukraine	2020-04-06	11	1319	15	1638400	9050.96679918782	1600	220.817902734762
Panama	2020-04-02	136	1317	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Greece	2020-03-31	102	1314	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Singapore	2020-04-05	120	1309	53	450359962737049600	4745313281.21259	10403191.5341788	9510.36345047643
Ukraine	2020-04-05	83	1308	14	819200	6400.00000000001	1269.92084157456	200
Japan	2020-03-25	114	1307	38	13743895347200	26214400.0000001	325099.735443088	2153.44030821176
Malaysia	2020-03-22	123	1306	18	13107200	25600	3200	297.198857827389
Chile	2020-03-26	164	1306	12	204800	3200	800	164.067071201527
Saudi Arabia	2020-03-29	96	1299	16	3276800	12800	2015.8736798318	243.802730840895
Romania	2020-03-27	263	1292	14	819200	6400.00000000001	1269.92084157456	200
Indonesia	2020-03-29	130	1285	16	3276800	12800	2015.8736798318	243.802730840895
Dominican Republic	2020-04-01	175	1284	12	204800	3200	800	164.067071201527
Croatia	2020-04-07	60	1282	22	209715200	102400	8063.49471932719	441.635805469524
United States	2020-03-11	322	1281	16	3276800	12800	2015.8736798318	243.802730840895
South Africa	2020-03-29	93	1280	14	819200	6400.00000000001	1269.92084157456	200
Portugal	2020-03-21	260	1280	10	51200	1600	503.968419957949	134.590019263236
Sweden	2020-03-18	89	1279	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Canada	2020-03-21	334	1277	14	819200	6400.00000000001	1269.92084157456	200
Colombia	2020-04-03	106	1267	18	13107200	25600	3200	297.198857827389
Argentina	2020-04-03	132	1265	18	13107200	25600	3200	297.198857827389
United Arab Emirates	2020-04-03	240	1264	24	838860800	204800	12800	538.360077052941
Russia	2020-03-28	228	1264	14	819200	6400.00000000001	1269.92084157456	200
Korea	2020-02-26	284	1261	6	3200	400	200	90.5723664263906
Denmark	2020-03-20	104	1255	11	102400	2262.74169979695	634.96042078728	148.599428913695
India	2020-03-30	227	1251	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Algeria	2020-04-04	80	1251	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Thailand	2020-03-28	109	1245	21	104857600	72407.7343935026	6400	399.999999999999
Belgium	2020-03-17	185	1243	12	204800	3200	800	164.067071201527
Finland	2020-03-29	73	1240	18	13107200	25600	3200	297.198857827389
Israel	2020-03-24	167	1238	16	3276800	12800	2015.8736798318	243.802730840895
Czech Republic	2020-03-23	116	1236	12	204800	3200	800	164.067071201527
Turkey	2020-03-22	566	1236	4	800	200	125.992104989487	74.2997144568474
Ukraine	2020-04-04	153	1225	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Croatia	2020-04-06	40	1222	21	104857600	72407.7343935026	6400	399.999999999999
Poland	2020-03-26	170	1221	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Norway	2020-03-15	131	1221	11	102400	2262.74169979695	634.96042078728	148.599428913695
Iceland	2020-04-01	85	1220	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Mexico	2020-04-01	121	1215	16	3276800	12800	2015.8736798318	243.802730840895
Greece	2020-03-30	56	1212	22	209715200	102400	8063.49471932719	441.635805469524
France	2020-03-09	83	1209	10	51200	1600	503.968419957949	134.590019263236
Saudi Arabia	2020-03-28	99	1203	15	1638400	9050.96679918782	1600	220.817902734762
Pakistan	2020-03-26	138	1201	11	102400	2262.74169979695	634.96042078728	148.599428913695
Japan	2020-03-24	65	1193	37	6871947673600	18536380.0047367	258031.83101847	1950.42184672715
Sweden	2020-03-17	87	1190	12	204800	3200	800	164.067071201527
Singapore	2020-04-04	75	1189	52	225179981368524800	3355443200.00001	8257018.59259105	8613.76123284704
South Africa	2020-03-28	17	1187	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Morocco	2020-04-07	64	1184	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Malaysia	2020-03-21	153	1183	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Croatia	2020-04-05	56	1182	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Panama	2020-04-01	0	1181	16	3276800	12800	2015.8736798318	243.802730840895
Panama	2020-03-31	192	1181	15	1638400	9050.96679918782	1600	220.817902734762
Germany	2020-03-09	136	1176	9	25600	1131.37084989848	400	121.901365420447
Egypt	2020-04-05	103	1173	27	6710886400	579261.875148021	25600	724.578931411124
Ecuador	2020-03-25	91	1173	8	12800	800	317.48021039364	110.408951367381
Algeria	2020-04-03	185	1171	18	13107200	25600	3200	297.198857827389
